latitude,longitude,elevation,slope,aspect,label,spatial_group,date,rainfall_7d_mm,sar_vv,sar_vh
25.766666666666666,91.0025,597.0,5.633397579193115,99.46231842041016,0,25_91,,24.2,0.10401085764169693,0.03288472443819046
26.02361111111111,91.69666666666667,378.0,26.338151931762695,301.6075134277344,0,26_91,,112.0,0.14647959172725677,0.027412107214331627
27.322777777777777,88.95194444444445,4233.0,28.2401180267334,208.88658142089844,0,27_88,,259.8,0.1271996796131134,0.03205306828022003
25.715,91.89416666666668,875.0,13.787696838378906,262.4053649902344,0,25_91,,193.1,0.21201449632644653,0.0836305022239685
25.875277777777775,91.94472222222223,698.0,5.855801105499268,18.434947967529297,0,25_91,,154.4,0.5012950301170349,0.055696189403533936
27.98333333333333,92.55888888888889,4691.0,37.53678512573242,224.1448974609375,0,27_92,,61.8,0.0938316285610199,0.015917597338557243
27.635555555555555,92.09472222222223,3684.0,11.04906177520752,265.2363586425781,0,27_92,,65.1,0.2231968194246292,0.025461537763476372
27.597777777777775,92.49138888888889,2686.0,33.20477294921875,138.01278686523438,0,27_92,,351.2,0.23014423251152039,0.05011020600795746
27.023888888888887,92.97194444444445,893.0,38.70122146606445,35.94211196899414,0,27_92,,118.39999999999999,0.36317142844200134,0.08527632802724838
27.697777777777777,88.40666666666667,4090.0,25.715328216552734,135.0,0,27_88,,115.4,0.22263368964195251,0.09484124928712845
25.515555555555554,91.26,1352.0,18.073837280273438,153.43495178222656,0,25_91,,97.10000000000001,0.11429351568222046,0.08023122698068619
26.7475,91.83833333333334,127.0,1.8575903177261353,90.0,0,26_91,,49.300000000000004,0.4524320662021637,0.04877275973558426
25.39944444444444,91.34527777777778,1456.0,21.532089233398438,260.5376892089844,0,25_91,,140.0,0.3423992395401001,0.04602866247296333
27.078333333333333,88.7338888888889,2421.0,27.11389923095703,100.95406341552734,0,27_88,,374.9,0.12934361398220062,0.044632382690906525
27.564722222222223,88.70083333333334,3125.0,25.394750595092773,82.14669036865234,0,27_88,,142.79999999999998,0.14214511215686798,0.046500056982040405
27.52611111111111,88.08666666666667,4902.0,11.662014961242676,225.0,0,27_88,,118.30000000000001,0.582121729850769,0.05609085038304329
27.54472222222222,92.6425,2930.0,25.992305755615234,273.8140869140625,0,27_92,,351.2,0.4032963812351227,0.04899704083800316
26.99888888888889,91.71000000000001,1221.0,23.05733871459961,40.36453628540039,0,26_91,,208.6,0.29792821407318115,0.04264584556221962
26.903888888888886,91.20277777777778,1121.0,21.079408645629883,157.7509765625,0,26_91,,177.0,0.036341723054647446,0.009152475744485855
27.51972222222222,88.88638888888889,3308.0,47.528533935546875,95.96448516845703,0,27_88,,155.1,0.3135529160499573,0.031230507418513298
27.37361111111111,92.67166666666667,2707.0,2.6261098384857178,225.0,0,27_92,,408.6,0.1187969520688057,0.04173450544476509
27.579166666666666,92.21472222222222,4390.0,30.31414222717285,33.690067291259766,0,27_92,,102.3,0.06237664073705673,0.016400868073105812
27.36638888888889,88.85833333333333,4421.0,23.80365562438965,126.02737426757812,0,27_88,,214.0,0.13188625872135162,0.03669148311018944
27.12972222222222,88.54055555555556,769.0,26.592817306518555,204.90476989746094,0,27_88,,268.6,0.4111539125442505,0.037585966289043427
26.430833333333332,91.00777777777779,49.0,2.076667308807373,206.56504821777344,0,26_91,,113.7,0.44854533672332764,0.07514287531375885
27.570833333333333,88.17777777777778,4548.0,10.47530746459961,74.74488067626953,0,27_88,,137.2,0.04976898804306984,0.009799218736588955
26.286388888888887,91.63000000000001,51.0,0.0,270.0,0,26_91,,83.2,0.2793290615081787,0.06751875579357147
27.278333333333332,92.87416666666667,568.0,32.07060623168945,169.56253051757812,0,27_92,,172.1,0.3542512357234955,0.07444048672914505
27.042499999999997,88.51611111111112,600.0,27.528270721435547,264.6441650390625,0,27_88,,284.7,0.2651183009147644,0.025756701827049255
26.662777777777777,91.58333333333334,77.0,2.9355664253234863,71.56504821777344,0,26_91,,88.1,0.14123393595218658,0.040639232844114304
26.110833333333332,91.68583333333333,51.0,0.9290392994880676,0.0,0,26_91,,88.6,0.2704000473022461,0.10596955567598343
25.930555555555554,91.24722222222223,60.0,2.076667308807373,116.56504821777344,0,25_91,,53.1,0.25132519006729126,0.10120117664337158
26.930555555555554,91.38277777777779,1179.0,55.32478332519531,46.818302154541016,0,26_91,,177.6,0.18033204972743988,0.051396097987890244
27.301388888888887,88.14888888888889,1932.0,45.46770095825195,326.0564270019531,0,27_88,,189.3,0.06651492416858673,0.02962527424097061
25.658055555555553,91.65222222222222,1423.0,16.785362243652344,143.74615478515625,0,25_91,,60.4,0.1712253838777542,0.06131862476468086
27.154444444444444,92.85361111111112,1589.0,37.43163299560547,53.61564636230469,0,27_92,,139.9,0.3064917027950287,0.04165837913751602
27.77,92.605,4142.0,8.50308895111084,139.39871215820312,0,27_92,,272.2,0.11298409104347229,0.014035207219421864
25.439722222222223,91.36694444444444,1543.0,16.853864669799805,105.52410888671875,0,25_91,,140.0,0.2062412053346634,0.09671866148710251
27.199444444444442,88.95361111111112,2645.0,24.475543975830078,175.9143829345703,0,27_88,,364.6,0.2046808898448944,0.06852536648511887
26.116944444444442,91.405,45.0,2.6261098384857178,135.0,0,26_91,,81.7,0.0696549043059349,0.03838365152478218
25.48333333333333,91.58777777777779,1685.0,14.653542518615723,187.12501525878906,0,25_91,,52.3,0.11632498353719711,0.019724786281585693
27.20722222222222,92.90416666666667,638.0,11.086155891418457,204.44395446777344,0,27_92,,139.9,0.052201781421899796,0.029780728742480278
27.211944444444445,88.87555555555556,2329.0,33.50025177001953,149.03623962402344,0,27_88,,467.7,0.33470419049263,0.11813051253557205
27.935,88.3525,4990.0,16.600976943969727,45.0,0,27_88,,45.5,0.057057760655879974,0.0027309514116495848
26.48972222222222,91.16833333333334,42.0,1.8575903177261353,0.0,0,26_91,,110.5,0.0387970432639122,0.012879548594355583
25.59722222222222,91.87611111111111,1428.0,3.3461828231811523,326.3099365234375,0,25_91,,70.0,0.2986374795436859,0.08851053565740585
27.343888888888888,92.26555555555557,1688.0,34.66103744506836,230.71058654785156,0,27_92,,200.8,0.18409989774227142,0.06385497003793716
25.758333333333333,91.79777777777778,721.0,6.541306495666504,8.130102157592773,0,25_91,,148.8,0.1842421591281891,0.12685319781303406
27.455277777777777,88.68861111111111,2504.0,28.009916305541992,127.56858825683594,0,27_88,,176.9,0.132740780711174,0.11051080375909805
26.686944444444443,91.94472222222223,93.0,2.9355664253234863,251.56504821777344,0,26_91,,108.8,0.13433781266212463,0.05350102111697197
26.133888888888887,91.93944444444445,96.0,2.076667308807373,296.5650634765625,0,26_91,,121.0,0.24314796924591064,0.06354398280382156
25.519166666666663,91.33555555555556,1465.0,3.3461828231811523,33.690067291259766,0,25_91,,67.89999999999999,0.015589728020131588,0.010136696510016918
